run_idx,MEM,NCPUS,TIME,QUEUE,OBJECTIVE,RESFACTOR,SIM_YEARS,WRITE_THREADS,WRITE_OUTPUT_GEOTIFFS,KEEP_OUTPUTS,DEMAND_CONSTRAINT_TYPE,EXCLUDE_NO_GO_LU,GHG_EMISSIONS_LIMITS,CARBON_PRICES_FIELD,GHG_CONSTRAINT_TYPE,USE_GHG_SCOPE_1,WATER_LIMITS,WATER_CONSTRAINT_TYPE,WATER_PENALTY,INCLUDE_WATER_LICENSE_COSTS,HABITAT_CONDITION,CONNECTIVITY_SOURCE,GBF2_PRIORITY_DEGRADED_AREAS_PERCENTAGE_CUT,BIODIVERSTIY_TARGET_GBF_2,GBF2_CONSTRAINT_TYPE,BIODIVERSTIY_TARGET_GBF_3,BIODIVERSTIY_TARGET_GBF_4_SNES,BIODIVERSTIY_TARGET_GBF_4_ECNES,BIODIVERSTIY_TARGET_GBF_8,SOLVE_WEIGHT_ALPHA,SOLVE_WEIGHT_BETA,DIET_DOM,DIET_GLOB,WASTE,FEED_EFFICIENCY
74,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.9772999999999992,BAU,BAU,1,BAU
75,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.9773999999999992,BAU,BAU,1,BAU
76,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.9774999999999991,BAU,BAU,1,BAU
77,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.9775999999999991,BAU,BAU,1,BAU
78,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.9776999999999991,BAU,BAU,1,BAU
79,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.9777999999999991,BAU,BAU,1,BAU
80,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.9778999999999991,BAU,BAU,1,BAU
81,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.9779999999999991,BAU,BAU,1,BAU
82,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.9780999999999991,BAU,BAU,1,BAU
83,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.9781999999999991,BAU,BAU,1,BAU
84,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.9782999999999991,BAU,BAU,1,BAU
85,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.978399999999999,BAU,BAU,1,BAU
86,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.978499999999999,BAU,BAU,1,BAU
87,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.978599999999999,BAU,BAU,1,BAU
88,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.978699999999999,BAU,BAU,1,BAU
89,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.978799999999999,BAU,BAU,1,BAU
90,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.978899999999999,BAU,BAU,1,BAU
91,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.978999999999999,BAU,BAU,1,BAU
92,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.979099999999999,BAU,BAU,1,BAU
93,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.979199999999999,BAU,BAU,1,BAU
94,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.979299999999999,BAU,BAU,1,BAU
95,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.9793999999999989,BAU,BAU,1,BAU
96,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.9794999999999989,BAU,BAU,1,BAU
97,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.9795999999999989,BAU,BAU,1,BAU
98,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.9796999999999989,BAU,BAU,1,BAU
99,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.9797999999999989,BAU,BAU,1,BAU
100,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.9798999999999989,BAU,BAU,1,BAU
101,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.9799999999999989,BAU,BAU,1,BAU
102,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.9800999999999989,BAU,BAU,1,BAU
103,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.9801999999999988,BAU,BAU,1,BAU
104,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.9802999999999988,BAU,BAU,1,BAU
105,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.9803999999999988,BAU,BAU,1,BAU
106,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.9804999999999988,BAU,BAU,1,BAU
107,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.9805999999999988,BAU,BAU,1,BAU
108,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.9806999999999988,BAU,BAU,1,BAU
109,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.9807999999999988,BAU,BAU,1,BAU
110,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.9808999999999988,BAU,BAU,1,BAU
111,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.9809999999999988,BAU,BAU,1,BAU
112,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.9810999999999988,BAU,BAU,1,BAU
113,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.9811999999999987,BAU,BAU,1,BAU
114,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.9812999999999987,BAU,BAU,1,BAU
115,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.9813999999999987,BAU,BAU,1,BAU
116,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.9814999999999987,BAU,BAU,1,BAU
117,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.9815999999999987,BAU,BAU,1,BAU
118,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.9816999999999987,BAU,BAU,1,BAU
119,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.9817999999999987,BAU,BAU,1,BAU
120,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.9818999999999987,BAU,BAU,1,BAU
121,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.9819999999999987,BAU,BAU,1,BAU
122,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.9820999999999986,BAU,BAU,1,BAU
123,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.9821999999999986,BAU,BAU,1,BAU
124,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.9822999999999986,BAU,BAU,1,BAU
125,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.9823999999999986,BAU,BAU,1,BAU
126,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.9824999999999986,BAU,BAU,1,BAU
127,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.9825999999999986,BAU,BAU,1,BAU
128,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.9826999999999986,BAU,BAU,1,BAU
129,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.9827999999999986,BAU,BAU,1,BAU
130,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.9828999999999986,BAU,BAU,1,BAU
131,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.9829999999999985,BAU,BAU,1,BAU
132,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.9830999999999985,BAU,BAU,1,BAU
133,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.9831999999999985,BAU,BAU,1,BAU
134,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.9832999999999985,BAU,BAU,1,BAU
135,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.9833999999999985,BAU,BAU,1,BAU
136,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.9834999999999985,BAU,BAU,1,BAU
137,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.9835999999999985,BAU,BAU,1,BAU
138,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.9836999999999985,BAU,BAU,1,BAU
139,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.9837999999999985,BAU,BAU,1,BAU
140,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.9838999999999984,BAU,BAU,1,BAU
141,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.9839999999999984,BAU,BAU,1,BAU
142,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.9840999999999984,BAU,BAU,1,BAU
143,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.9841999999999984,BAU,BAU,1,BAU
144,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.9842999999999984,BAU,BAU,1,BAU
145,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.9843999999999984,BAU,BAU,1,BAU
146,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.9844999999999984,BAU,BAU,1,BAU
147,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.9845999999999984,BAU,BAU,1,BAU
148,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.9846999999999984,BAU,BAU,1,BAU
149,20GB,5,4:00:00,normalsr,maxprofit,13,"[2010, 2020, 2030, 2040, 2050]",2,False,False,soft,False,medium,CONSTANT,hard,True,on,hard,1e-05,1,HCAS,NCI,40,medium,hard,off,off,off,off,1,0.9847999999999983,BAU,BAU,1,BAU
